chunk,frame_start,frame_apex,frame_end,duration,pred_idx,pred_label,prob_rendah,prob_tinggi
7,7570,7577,7580,10,0,Anxiety Rendah,0.5532529950141907,0.4467470347881317
7,7583,7584,7586,3,1,Anxiety Tinggi,0.3799394369125366,0.6200605630874634
7,7587,7589,7598,11,1,Anxiety Tinggi,0.4028933048248291,0.5971066355705261
7,7602,7608,7613,11,1,Anxiety Tinggi,0.4078603684902191,0.5921396613121033
7,7613,7619,7623,10,0,Anxiety Rendah,0.5698003768920898,0.43019959330558777
7,7633,7646,7654,21,0,Anxiety Rendah,0.5261450409889221,0.47385498881340027
7,7666,7669,7675,9,0,Anxiety Rendah,0.500135064125061,0.49986499547958374
7,7675,7682,7686,11,0,Anxiety Rendah,0.5100986957550049,0.4899013340473175
7,7690,7699,7712,22,0,Anxiety Rendah,0.5358073711395264,0.464192658662796
7,7714,7729,7734,20,0,Anxiety Rendah,0.5339096784591675,0.4660903215408325
7,7735,7741,7750,15,0,Anxiety Rendah,0.5383126735687256,0.4616873860359192
7,7763,7774,7788,25,0,Anxiety Rendah,0.5331692099571228,0.4668308198451996
7,7788,7802,7810,22,0,Anxiety Rendah,0.5517244935035706,0.44827553629875183
7,7820,7827,7837,17,0,Anxiety Rendah,0.5404410362243652,0.45955896377563477
7,7849,7853,7861,12,0,Anxiety Rendah,0.5312933921813965,0.4687066078186035
7,7869,7878,7890,21,0,Anxiety Rendah,0.5543142557144165,0.4456857740879059
7,7899,7902,7907,8,0,Anxiety Rendah,0.5458162426948547,0.45418375730514526
7,7909,7916,7919,10,0,Anxiety Rendah,0.548915445804596,0.45108452439308167
7,7931,7940,7952,21,0,Anxiety Rendah,0.5315613150596619,0.46843868494033813
7,7962,7966,7976,14,0,Anxiety Rendah,0.5390941500663757,0.46090587973594666
7,7976,7987,7998,22,0,Anxiety Rendah,0.5403721928596497,0.45962777733802795
8,8002,8012,8023,21,0,Anxiety Rendah,0.5287975072860718,0.47120246291160583
8,8023,8034,8048,25,0,Anxiety Rendah,0.5526552200317383,0.4473448097705841
8,8064,8073,8083,19,0,Anxiety Rendah,0.5353248715400696,0.46467509865760803
8,8083,8094,8097,14,0,Anxiety Rendah,0.5265511274337769,0.47344884276390076
8,8114,8130,8133,19,0,Anxiety Rendah,0.5313940048217773,0.46860596537590027
8,8134,8136,8138,4,1,Anxiety Tinggi,0.48048192262649536,0.5195180773735046
8,8141,8144,8145,4,1,Anxiety Tinggi,0.43161410093307495,0.5683859586715698
8,8158,8164,8173,15,1,Anxiety Tinggi,0.48663800954818726,0.5133619904518127
8,8183,8186,8189,6,0,Anxiety Rendah,0.5001270174980164,0.49987298250198364
8,8190,8192,8197,7,0,Anxiety Rendah,0.5246328115463257,0.4753672182559967
8,8197,8203,8206,9,1,Anxiety Tinggi,0.4996797442436218,0.5003202557563782
8,8207,8212,8214,7,0,Anxiety Rendah,0.5100699663162231,0.4899299740791321
8,8217,8218,8220,3,0,Anxiety Rendah,0.5379199385643005,0.46208006143569946
8,8220,8223,8234,14,0,Anxiety Rendah,0.5565151572227478,0.4434848725795746
8,8236,8250,8254,18,0,Anxiety Rendah,0.5396081209182739,0.4603918492794037
8,8256,8262,8273,17,0,Anxiety Rendah,0.5497779250144958,0.45022207498550415
8,8285,8299,8306,21,0,Anxiety Rendah,0.5313510298728943,0.4686489701271057
8,8317,8325,8329,12,0,Anxiety Rendah,0.5118396878242493,0.4881603419780731
8,8329,8334,8336,7,1,Anxiety Tinggi,0.46419626474380493,0.5358036756515503
8,8336,8339,8342,6,0,Anxiety Rendah,0.5289837121963501,0.4710162878036499
8,8352,8363,8373,21,0,Anxiety Rendah,0.519806444644928,0.4801936149597168
8,8383,8389,8392,9,1,Anxiety Tinggi,0.4993213415145874,0.5006786584854126
8,8392,8395,8405,13,1,Anxiety Tinggi,0.4915832281112671,0.5084167718887329
8,8413,8429,8438,25,0,Anxiety Rendah,0.5124582648277283,0.48754173517227173
8,8445,8453,8458,13,0,Anxiety Rendah,0.5549471378326416,0.445052832365036
8,8459,8463,8467,8,0,Anxiety Rendah,0.5395413637161255,0.4604586064815521
8,8473,8474,8478,5,0,Anxiety Rendah,0.5642609596252441,0.43573904037475586
8,8480,8487,8497,17,0,Anxiety Rendah,0.5248544216156006,0.4751455783843994
8,8509,8523,8532,23,0,Anxiety Rendah,0.5234717726707458,0.47652819752693176
8,8534,8542,8546,12,0,Anxiety Rendah,0.5078731179237366,0.4921269416809082
8,8555,8567,8578,23,1,Anxiety Tinggi,0.4987732768058777,0.5012267231941223
8,8590,8595,8599,9,0,Anxiety Rendah,0.5187227129936218,0.48127734661102295
8,8599,8604,8607,8,0,Anxiety Rendah,0.5516197085380554,0.4483802914619446
8,8610,8612,8615,5,0,Anxiety Rendah,0.5329300165176392,0.46706998348236084
8,8615,8619,8621,6,0,Anxiety Rendah,0.5032705068588257,0.4967295229434967
8,8636,8645,8654,18,1,Anxiety Tinggi,0.49110156297683716,0.5088984370231628
8,8666,8669,8674,8,0,Anxiety Rendah,0.5182306170463562,0.4817694425582886
8,8674,8679,8690,16,0,Anxiety Rendah,0.5263547897338867,0.4736452102661133
8,8695,8712,8719,24,0,Anxiety Rendah,0.5312477350234985,0.4687522351741791
8,8728,8741,8750,22,0,Anxiety Rendah,0.5418183207511902,0.4581817090511322
8,8758,8759,8761,3,0,Anxiety Rendah,0.5447219610214233,0.4552780091762543
8,8776,8787,8795,19,0,Anxiety Rendah,0.5473150014877319,0.45268505811691284
8,8806,8809,8810,4,0,Anxiety Rendah,0.5542917847633362,0.4457082152366638
8,8819,8826,8830,11,0,Anxiety Rendah,0.5404806137084961,0.4595194160938263
8,8838,8849,8859,21,0,Anxiety Rendah,0.5359947681427002,0.4640052318572998
8,8871,8875,8886,15,0,Anxiety Rendah,0.5365749597549438,0.46342507004737854
8,8896,8910,8912,16,0,Anxiety Rendah,0.5673184394836426,0.4326815605163574
8,8912,8915,8926,14,0,Anxiety Rendah,0.5322361588478088,0.46776384115219116
8,8944,8955,8959,15,0,Anxiety Rendah,0.5454968214035034,0.4545031487941742
8,8959,8963,8964,5,0,Anxiety Rendah,0.5530511736869812,0.4469488859176636
8,8968,8974,8984,16,0,Anxiety Rendah,0.5563313364982605,0.4436686336994171
9,9011,9024,9032,21,0,Anxiety Rendah,0.5763186812400818,0.4236812889575958
9,9032,9040,9043,11,0,Anxiety Rendah,0.5573239922523499,0.44267603754997253
9,9046,9051,9055,9,0,Anxiety Rendah,0.5105765461921692,0.4894234836101532
9,9066,9076,9086,20,0,Anxiety Rendah,0.5166401863098145,0.48335981369018555
9,9096,9101,9108,12,0,Anxiety Rendah,0.5301479697227478,0.4698520004749298
9,9109,9116,9124,15,0,Anxiety Rendah,0.5147753357887268,0.4852246940135956
9,9127,9139,9143,16,0,Anxiety Rendah,0.5440821051597595,0.4559178650379181
9,9156,9166,9177,21,0,Anxiety Rendah,0.5503382682800293,0.4496617019176483
9,9177,9188,9193,16,0,Anxiety Rendah,0.5283319354057312,0.4716680943965912
9,9209,9216,9218,9,0,Anxiety Rendah,0.518464207649231,0.48153579235076904
9,9218,9221,9226,8,0,Anxiety Rendah,0.5351845026016235,0.4648154675960541
9,9237,9249,9257,20,0,Anxiety Rendah,0.5381222367286682,0.4618777930736542
9,9268,9271,9274,6,0,Anxiety Rendah,0.5068312287330627,0.49316877126693726
9,9274,9278,9284,10,0,Anxiety Rendah,0.5463038682937622,0.4536961317062378
9,9299,9311,9317,18,0,Anxiety Rendah,0.5372375249862671,0.4627624452114105
9,9327,9337,9346,19,0,Anxiety Rendah,0.5358301401138306,0.4641699194908142
9,9346,9355,9357,11,0,Anxiety Rendah,0.5444305539131165,0.45556947588920593
9,9358,9361,9370,12,0,Anxiety Rendah,0.5134888291358948,0.4865112006664276
9,9372,9379,9392,20,0,Anxiety Rendah,0.5002954602241516,0.499704509973526
9,9402,9405,9409,7,0,Anxiety Rendah,0.5647101402282715,0.43528982996940613
9,9409,9413,9419,10,1,Anxiety Tinggi,0.49821069836616516,0.5017892718315125
9,9426,9429,9438,12,0,Anxiety Rendah,0.5266909599304199,0.47330906987190247
9,9440,9448,9455,15,0,Anxiety Rendah,0.5639765858650208,0.43602344393730164
9,9455,9462,9469,14,0,Anxiety Rendah,0.5526816248893738,0.4473183751106262
9,9476,9479,9484,8,0,Anxiety Rendah,0.5260621905326843,0.4739378094673157
9,9497,9507,9517,20,0,Anxiety Rendah,0.5401292443275452,0.45987075567245483
9,9518,9529,9542,24,0,Anxiety Rendah,0.5231778025627136,0.4768221974372864
9,9559,9567,9571,12,0,Anxiety Rendah,0.5218514800071716,0.478148490190506
9,9571,9576,9581,10,0,Anxiety Rendah,0.5386585593223572,0.4613415002822876
9,9590,9601,9611,21,0,Anxiety Rendah,0.512442409992218,0.487557590007782
9,9623,9629,9633,10,0,Anxiety Rendah,0.5225340127944946,0.47746601700782776
9,9633,9637,9641,8,0,Anxiety Rendah,0.538098931312561,0.4619010388851166
9,9642,9648,9652,10,1,Anxiety Tinggi,0.49960723519325256,0.5003927946090698
9,9662,9672,9683,21,0,Anxiety Rendah,0.5312101244926453,0.46878987550735474
9,9694,9698,9711,17,0,Anxiety Rendah,0.5351845622062683,0.4648154377937317
9,9711,9725,9735,24,0,Anxiety Rendah,0.5248748660087585,0.47512516379356384
9,9743,9757,9768,25,0,Anxiety Rendah,0.5157491564750671,0.48425084352493286
9,9776,9779,9781,5,0,Anxiety Rendah,0.526249885559082,0.47375011444091797
9,9781,9784,9790,9,0,Anxiety Rendah,0.5307019948959351,0.46929800510406494
9,9795,9801,9806,11,0,Anxiety Rendah,0.5240703821182251,0.4759296178817749
9,9806,9812,9815,9,0,Anxiety Rendah,0.5102025270462036,0.4897974729537964
9,9827,9837,9849,22,1,Anxiety Tinggi,0.4956938922405243,0.5043060779571533
9,9849,9862,9867,18,1,Anxiety Tinggi,0.4819702208042145,0.5180297493934631
9,9878,9881,9885,7,1,Anxiety Tinggi,0.4888181686401367,0.5111818313598633
9,9886,9890,9900,14,0,Anxiety Rendah,0.5254843831062317,0.4745156466960907
9,9906,9910,9915,9,0,Anxiety Rendah,0.5475609302520752,0.4524391293525696
9,9915,9921,9923,8,0,Anxiety Rendah,0.5287824273109436,0.471217542886734
9,9924,9928,9931,7,0,Anxiety Rendah,0.5551736354827881,0.4448263347148895
9,9937,9947,9956,19,0,Anxiety Rendah,0.5551722049713135,0.4448277950286865
9,9969,9979,9999,30,0,Anxiety Rendah,0.5081202387809753,0.49187979102134705
10,10002,10015,10022,20,1,Anxiety Tinggi,0.4933764636516571,0.5066235065460205
10,10022,10029,10043,21,0,Anxiety Rendah,0.536381721496582,0.4636182487010956
10,10071,10086,10098,27,0,Anxiety Rendah,0.5320519804954529,0.4679480493068695
10,10109,10111,10112,3,0,Anxiety Rendah,0.5656442046165466,0.43435579538345337
10,10123,10126,10129,6,0,Anxiety Rendah,0.5378906726837158,0.46210935711860657
10,10129,10133,10137,8,1,Anxiety Tinggi,0.48887062072753906,0.5111294388771057
10,10141,10144,10146,5,0,Anxiety Rendah,0.5541658401489258,0.4458341896533966
10,10154,10164,10175,21,1,Anxiety Tinggi,0.2503204345703125,0.7496795654296875
10,10188,10193,10197,9,0,Anxiety Rendah,0.5454004406929016,0.4545995593070984
10,10208,10210,10212,4,1,Anxiety Tinggi,0.4990638494491577,0.5009361505508423
10,10224,10236,10246,22,0,Anxiety Rendah,0.5050804615020752,0.4949195384979248
10,10258,10263,10267,9,0,Anxiety Rendah,0.5325492024421692,0.4674507975578308
10,10282,10290,10301,19,0,Anxiety Rendah,0.5518184304237366,0.4481815695762634
10,10308,10312,10318,10,0,Anxiety Rendah,0.5433586835861206,0.456641286611557
10,10318,10325,10338,20,0,Anxiety Rendah,0.5418006777763367,0.45819932222366333
10,10351,10362,10374,23,0,Anxiety Rendah,0.5298001766204834,0.4701997935771942
10,10379,10387,10394,15,0,Anxiety Rendah,0.5518898963928223,0.44811007380485535
10,10396,10402,10409,13,0,Anxiety Rendah,0.5456247925758362,0.45437517762184143
10,10409,10416,10423,14,0,Anxiety Rendah,0.5303929448127747,0.46960702538490295
10,10430,10435,10438,8,0,Anxiety Rendah,0.5576456785202026,0.442354291677475
10,10439,10443,10446,7,0,Anxiety Rendah,0.5424295663833618,0.4575704038143158
10,10457,10467,10479,22,0,Anxiety Rendah,0.5103194713592529,0.48968055844306946
10,10490,10497,10513,23,0,Anxiety Rendah,0.5462297797203064,0.4537702202796936
10,10513,10529,10539,26,0,Anxiety Rendah,0.5436453819274902,0.45635464787483215
10,10549,10556,10561,12,0,Anxiety Rendah,0.5716631412506104,0.42833685874938965
10,10564,10566,10570,6,1,Anxiety Tinggi,0.49675264954566956,0.5032473802566528
10,10574,10578,10582,8,0,Anxiety Rendah,0.511214554309845,0.48878544569015503
10,10582,10587,10591,9,0,Anxiety Rendah,0.5243999361991882,0.4756000339984894
10,10593,10599,10601,8,0,Anxiety Rendah,0.5586563944816589,0.44134363532066345
10,10605,10610,10619,14,0,Anxiety Rendah,0.5421487092971802,0.4578512907028198
10,10626,10634,10638,12,0,Anxiety Rendah,0.5500209927558899,0.4499790370464325
10,10643,10648,10653,10,0,Anxiety Rendah,0.5308988094329834,0.469101220369339
10,10656,10658,10661,5,0,Anxiety Rendah,0.5376894474029541,0.4623105525970459
10,10675,10684,10696,21,0,Anxiety Rendah,0.5383279323577881,0.4616720676422119
10,10705,10708,10718,13,0,Anxiety Rendah,0.5408697128295898,0.45913028717041016
10,10725,10729,10736,11,0,Anxiety Rendah,0.5373652577400208,0.46263474225997925
10,10738,10747,10753,15,0,Anxiety Rendah,0.566246747970581,0.43375322222709656
10,10763,10765,10768,5,1,Anxiety Tinggi,0.49558576941490173,0.5044142603874207
10,10768,10772,10784,16,0,Anxiety Rendah,0.5455756187438965,0.45442435145378113
10,10794,10798,10803,9,0,Anxiety Rendah,0.5238661170005798,0.47613388299942017
10,10810,10812,10823,13,0,Anxiety Rendah,0.5558506846427917,0.444149374961853
10,10827,10835,10848,21,0,Anxiety Rendah,0.5429677963256836,0.457032173871994
10,10859,10862,10864,5,0,Anxiety Rendah,0.5140580534934998,0.48594191670417786
10,10864,10867,10873,9,1,Anxiety Tinggi,0.4918534755706787,0.5081465244293213
10,10878,10882,10893,15,0,Anxiety Rendah,0.5041925311088562,0.4958074986934662
10,10897,10905,10908,11,0,Anxiety Rendah,0.529868483543396,0.47013145685195923
10,10908,10912,10918,10,0,Anxiety Rendah,0.5550486445426941,0.4449513852596283
10,10929,10940,10952,23,1,Anxiety Tinggi,0.477128267288208,0.522871732711792
10,10960,10964,10966,6,0,Anxiety Rendah,0.5338736772537231,0.46612629294395447
10,10966,10969,10971,5,0,Anxiety Rendah,0.5385332703590393,0.4614666998386383
11,11002,11012,11022,20,0,Anxiety Rendah,0.5466424822807312,0.4533575773239136
11,11031,11034,11037,6,0,Anxiety Rendah,0.513498067855835,0.4865019619464874
11,11040,11042,11057,17,0,Anxiety Rendah,0.5138536095619202,0.4861464202404022
11,11063,11073,11082,19,0,Anxiety Rendah,0.5213121771812439,0.4786878228187561
11,11082,11091,11099,17,0,Anxiety Rendah,0.5215698480606079,0.4784301519393921
11,11113,11127,11139,26,0,Anxiety Rendah,0.5366352796554565,0.4633646607398987
11,11144,11151,11156,12,0,Anxiety Rendah,0.5596777200698853,0.44032227993011475
11,11156,11161,11164,8,0,Anxiety Rendah,0.5305924415588379,0.4694075584411621
11,11176,11183,11196,20,0,Anxiety Rendah,0.5048438906669617,0.4951561689376831
11,11206,11210,11212,6,1,Anxiety Tinggi,0.4975719153881073,0.5024281144142151
11,11212,11215,11217,5,0,Anxiety Rendah,0.5217452049255371,0.4782548248767853
11,11219,11222,11232,13,0,Anxiety Rendah,0.5345965027809143,0.4654034972190857
11,11233,11245,11247,14,0,Anxiety Rendah,0.5566796660423279,0.44332030415534973
11,11253,11261,11265,12,0,Anxiety Rendah,0.5308980941772461,0.4691018760204315
11,11274,11281,11289,15,0,Anxiety Rendah,0.5426070094108582,0.45739299058914185
11,11298,11300,11302,4,0,Anxiety Rendah,0.508668065071106,0.49133196473121643
11,11314,11325,11336,22,0,Anxiety Rendah,0.543186604976654,0.45681342482566833
11,11352,11363,11379,27,0,Anxiety Rendah,0.5448372960090637,0.4551626741886139
11,11391,11402,11412,21,0,Anxiety Rendah,0.5471900701522827,0.4528099298477173
11,11418,11423,11434,16,0,Anxiety Rendah,0.5355109572410583,0.46448907256126404
11,11444,11446,11447,3,0,Anxiety Rendah,0.5435824394226074,0.4564175605773926
11,11459,11472,11483,24,0,Anxiety Rendah,0.5294281244277954,0.4705718755722046
11,11493,11500,11505,12,0,Anxiety Rendah,0.5184977650642395,0.4815022945404053
11,11505,11511,11518,13,0,Anxiety Rendah,0.560971200466156,0.439028799533844
11,11520,11530,11537,17,1,Anxiety Tinggi,0.4788806438446045,0.5211194157600403
11,11538,11546,11549,11,0,Anxiety Rendah,0.5290899872779846,0.4709100127220154
11,11561,11570,11583,22,0,Anxiety Rendah,0.523261547088623,0.47673842310905457
11,11593,11596,11597,4,1,Anxiety Tinggi,0.4893231689929962,0.5106768012046814
11,11617,11629,11637,20,0,Anxiety Rendah,0.5119245052337646,0.48807546496391296
11,11637,11646,11652,15,1,Anxiety Tinggi,0.4850337505340576,0.5149661898612976
11,11657,11668,11681,24,0,Anxiety Rendah,0.5355539917945862,0.46444597840309143
11,11694,11704,11717,23,0,Anxiety Rendah,0.535301685333252,0.46469834446907043
11,11723,11731,11737,14,0,Anxiety Rendah,0.5290825366973877,0.4709174335002899
11,11737,11743,11747,10,0,Anxiety Rendah,0.5105059146881104,0.48949408531188965
11,11755,11767,11777,22,0,Anxiety Rendah,0.5299838185310364,0.4700162410736084
11,11790,11796,11807,17,0,Anxiety Rendah,0.5361667275428772,0.4638333320617676
11,11809,11818,11820,11,1,Anxiety Tinggi,0.46879637241363525,0.5312036275863647
11,11820,11823,11830,10,1,Anxiety Tinggi,0.4975403845310211,0.5024596452713013
11,11838,11846,11856,18,0,Anxiety Rendah,0.5010669827461243,0.49893298745155334
11,11871,11877,11882,11,0,Anxiety Rendah,0.5185467004776001,0.4814532399177551
11,11893,11910,11920,27,0,Anxiety Rendah,0.5468974113464355,0.45310255885124207
11,11936,11946,11957,21,0,Anxiety Rendah,0.5279767513275146,0.4720231890678406
11,11963,11968,11974,11,0,Anxiety Rendah,0.5135354995727539,0.4864644706249237
12,12000,12027,12029,29,1,Anxiety Tinggi,0.48954710364341736,0.510452926158905
12,12032,12037,12041,9,0,Anxiety Rendah,0.5052589774131775,0.4947410225868225
12,12052,12056,12069,17,0,Anxiety Rendah,0.5097043514251709,0.4902956783771515
12,12069,12082,12094,25,1,Anxiety Tinggi,0.4876003861427307,0.5123996138572693
12,12103,12113,12125,22,0,Anxiety Rendah,0.5617445111274719,0.43825551867485046
12,12137,12148,12154,17,0,Anxiety Rendah,0.5451400279998779,0.4548599421977997
12,12163,12166,12172,9,0,Anxiety Rendah,0.5367133617401123,0.4632866084575653
12,12172,12178,12181,9,0,Anxiety Rendah,0.5031654834747314,0.49683454632759094
12,12184,12190,12193,9,0,Anxiety Rendah,0.527560293674469,0.472439706325531
12,12199,12208,12223,24,0,Anxiety Rendah,0.524806797504425,0.47519320249557495
12,12238,12248,12252,14,0,Anxiety Rendah,0.5118058919906616,0.48819413781166077
12,12252,12256,12265,13,0,Anxiety Rendah,0.556466281414032,0.443533718585968
12,12271,12279,12284,13,0,Anxiety Rendah,0.5306037664413452,0.4693962633609772
12,12290,12296,12299,9,0,Anxiety Rendah,0.5293529033660889,0.47064706683158875
12,12306,12316,12319,13,0,Anxiety Rendah,0.5560632348060608,0.4439367651939392
12,12332,12345,12353,21,0,Anxiety Rendah,0.5004387497901917,0.49956125020980835
12,12364,12366,12374,10,0,Anxiety Rendah,0.5351094603538513,0.4648905098438263
12,12375,12383,12391,16,0,Anxiety Rendah,0.5268138647079468,0.4731861650943756
12,12401,12406,12408,7,0,Anxiety Rendah,0.5156371593475342,0.48436281085014343
12,12409,12411,12420,11,0,Anxiety Rendah,0.5280445218086243,0.47195544838905334
12,12422,12430,12441,19,0,Anxiety Rendah,0.5284607410430908,0.4715392291545868
12,12449,12452,12454,5,0,Anxiety Rendah,0.5650954246520996,0.4349045157432556
12,12464,12473,12483,19,0,Anxiety Rendah,0.5108933448791504,0.4891066253185272
12,12494,12500,12508,14,0,Anxiety Rendah,0.5415337085723877,0.4584662914276123
12,12523,12536,12546,23,0,Anxiety Rendah,0.5491843223571777,0.4508156478404999
12,12546,12557,12564,18,0,Anxiety Rendah,0.5404768586158752,0.45952314138412476
12,12576,12588,12597,21,0,Anxiety Rendah,0.5304186344146729,0.46958139538764954
12,12603,12607,12618,15,0,Anxiety Rendah,0.5261079668998718,0.4738920331001282
12,12618,12629,12635,17,1,Anxiety Tinggi,0.48837682604789734,0.511623203754425
12,12642,12646,12654,12,0,Anxiety Rendah,0.5159801244735718,0.4840199053287506
12,12654,12663,12675,21,0,Anxiety Rendah,0.5262640714645386,0.47373589873313904
12,12677,12691,12699,22,0,Anxiety Rendah,0.5360381007194519,0.4639619290828705
12,12710,12721,12725,15,0,Anxiety Rendah,0.543292224407196,0.45670777559280396
12,12725,12730,12733,8,0,Anxiety Rendah,0.5191704630851746,0.4808295667171478
12,12745,12756,12765,20,0,Anxiety Rendah,0.5254949331283569,0.47450509667396545
12,12775,12780,12786,11,0,Anxiety Rendah,0.5512167811393738,0.44878315925598145
12,12800,12811,12814,14,0,Anxiety Rendah,0.5270689129829407,0.4729310870170593
12,12814,12817,12822,8,0,Anxiety Rendah,0.5380594730377197,0.4619405269622803
12,12831,12841,12853,22,0,Anxiety Rendah,0.5152609348297119,0.4847390949726105
12,12864,12867,12872,8,0,Anxiety Rendah,0.5468055009841919,0.45319443941116333
12,12885,12897,12907,22,0,Anxiety Rendah,0.5620131492614746,0.437986820936203
12,12919,12926,12930,11,0,Anxiety Rendah,0.5341994762420654,0.46580052375793457
12,12932,12934,12936,4,0,Anxiety Rendah,0.5605184435844421,0.43948158621788025
12,12937,12940,12949,12,0,Anxiety Rendah,0.5498394966125488,0.45016050338745117
12,12952,12965,12980,28,0,Anxiety Rendah,0.530840277671814,0.46915966272354126
13,13016,13031,13043,27,0,Anxiety Rendah,0.5330431461334229,0.4669567942619324
13,13051,13056,13060,9,0,Anxiety Rendah,0.5147541761398315,0.48524582386016846
13,13063,13064,13067,4,0,Anxiety Rendah,0.5169098973274231,0.4830901026725769
13,13082,13095,13098,16,1,Anxiety Tinggi,0.4906575083732605,0.5093424916267395
13,13098,13102,13117,19,0,Anxiety Rendah,0.5248686671257019,0.4751313328742981
13,13137,13150,13163,26,0,Anxiety Rendah,0.5353836417198181,0.46461641788482666
13,13182,13183,13187,5,0,Anxiety Rendah,0.5625481009483337,0.43745186924934387
13,13193,13204,13217,24,0,Anxiety Rendah,0.5331045389175415,0.4668954610824585
13,13230,13242,13246,16,0,Anxiety Rendah,0.5459679961204529,0.45403197407722473
13,13246,13251,13255,9,0,Anxiety Rendah,0.5602019429206848,0.43979811668395996
13,13263,13276,13288,25,0,Anxiety Rendah,0.5295310020446777,0.4704689383506775
13,13299,13316,13327,28,0,Anxiety Rendah,0.5123093128204346,0.48769068717956543
13,13331,13339,13349,18,0,Anxiety Rendah,0.5097379684448242,0.4902620315551758
13,13363,13366,13376,13,1,Anxiety Tinggi,0.49367958307266235,0.5063204169273376
13,13384,13387,13392,8,0,Anxiety Rendah,0.5089582204818726,0.49104174971580505
13,13403,13415,13422,19,0,Anxiety Rendah,0.5390622019767761,0.46093782782554626
13,13433,13439,13452,19,0,Anxiety Rendah,0.5430713891983032,0.4569285809993744
13,13463,13465,13467,4,0,Anxiety Rendah,0.5276882648468018,0.47231173515319824
13,13467,13470,13476,9,0,Anxiety Rendah,0.5118995904922485,0.4881003797054291
13,13476,13482,13489,13,0,Anxiety Rendah,0.5366706848144531,0.46332934498786926
13,13490,13498,13502,12,0,Anxiety Rendah,0.5283564925193787,0.4716435670852661
13,13502,13507,13514,12,0,Anxiety Rendah,0.5593488216400146,0.44065117835998535
13,13529,13531,13545,16,0,Anxiety Rendah,0.5293029546737671,0.4706970155239105
13,13549,13560,13571,22,0,Anxiety Rendah,0.5130045413970947,0.4869954288005829
13,13571,13583,13588,17,1,Anxiety Tinggi,0.4999837279319763,0.5000162720680237
13,13602,13613,13622,20,0,Anxiety Rendah,0.5352514386177063,0.4647485315799713
13,13622,13632,13639,17,0,Anxiety Rendah,0.504528820514679,0.49547117948532104
13,13654,13657,13665,11,0,Anxiety Rendah,0.5260664820671082,0.47393348813056946
13,13668,13674,13680,12,0,Anxiety Rendah,0.5337345004081726,0.4662655293941498
13,13680,13687,13690,10,1,Anxiety Tinggi,0.484721302986145,0.515278697013855
13,13703,13712,13721,18,1,Anxiety Tinggi,0.4755440652370453,0.5244559049606323
13,13733,13741,13753,20,0,Anxiety Rendah,0.520341694355011,0.479658305644989
13,13760,13765,13768,8,1,Anxiety Tinggi,0.4820888638496399,0.5179111361503601
13,13768,13771,13781,13,0,Anxiety Rendah,0.5148826241493225,0.4851173758506775
13,13794,13799,13802,8,1,Anxiety Tinggi,0.4852616786956787,0.5147383213043213
13,13803,13806,13812,9,0,Anxiety Rendah,0.5315842032432556,0.4684158265590668
13,13819,13822,13826,7,0,Anxiety Rendah,0.5382577180862427,0.4617422819137573
13,13836,13846,13858,22,0,Anxiety Rendah,0.5040073394775391,0.4959927201271057
13,13869,13872,13878,9,0,Anxiety Rendah,0.5428116917610168,0.45718830823898315
13,13885,13889,13892,7,0,Anxiety Rendah,0.535979151725769,0.46402084827423096
13,13894,13895,13898,4,0,Anxiety Rendah,0.5238559246063232,0.476144015789032
13,13899,13901,13902,3,0,Anxiety Rendah,0.5082432627677917,0.49175670742988586
13,13907,13910,13914,7,0,Anxiety Rendah,0.5039036870002747,0.49609631299972534
13,13918,13921,13925,7,0,Anxiety Rendah,0.5350680351257324,0.4649319648742676
13,13930,13939,13942,12,0,Anxiety Rendah,0.5429822206497192,0.45701777935028076
13,13953,13964,13977,24,0,Anxiety Rendah,0.5142530202865601,0.48574700951576233
14,14001,14013,14024,23,0,Anxiety Rendah,0.5329429507255554,0.4670570492744446
14,14030,14036,14041,11,1,Anxiety Tinggi,0.49827104806900024,0.5017289519309998
14,14059,14068,14076,17,1,Anxiety Tinggi,0.49249503016471863,0.5075049996376038
14,14083,14085,14087,4,1,Anxiety Tinggi,0.48410195112228394,0.5158980488777161
14,14099,14112,14120,21,0,Anxiety Rendah,0.5065654516220093,0.4934345483779907
14,14133,14135,14142,9,0,Anxiety Rendah,0.5451800227165222,0.4548199474811554
14,14156,14162,14165,9,0,Anxiety Rendah,0.5292254686355591,0.4707745611667633
14,14166,14169,14172,6,0,Anxiety Rendah,0.5352576375007629,0.46474239230155945
14,14172,14176,14191,19,1,Anxiety Tinggi,0.4862813353538513,0.5137186646461487
14,14204,14220,14226,22,0,Anxiety Rendah,0.5134658813476562,0.48653411865234375
14,14226,14232,14251,25,0,Anxiety Rendah,0.5112912058830261,0.4887087345123291
14,14269,14284,14292,23,0,Anxiety Rendah,0.5135850310325623,0.48641493916511536
14,14292,14300,14303,11,0,Anxiety Rendah,0.5203477144241333,0.4796522259712219
14,14303,14307,14323,20,0,Anxiety Rendah,0.5225316286087036,0.4774684011936188
14,14335,14347,14358,23,0,Anxiety Rendah,0.5145382881164551,0.4854617118835449
14,14369,14376,14378,9,0,Anxiety Rendah,0.5370972752571106,0.462902694940567
14,14378,14381,14389,11,0,Anxiety Rendah,0.532341718673706,0.46765825152397156
14,14402,14407,14410,8,0,Anxiety Rendah,0.5447471141815186,0.45525288581848145
